id,input,answer,additional_context,few_shot
12,"Claim: Evidence model claim lazy fox verify model.
Context: Claim over lazy ai evidence the jumps jumps dog fox quick jumps data model dog lazy jumps lazy quick fox lazy ai jumps dog jumps evidence ai ai fox.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick fox jumps over the lazy dog twice. Context: The text states the quick fox jumps over the lazy dog twice."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model contains no mention of any fox. Context: The context repeatedly mentions a quick fox that jumps over a dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence confirms the model verifies the lazy fox. Context: Evidence and the model both say the lazy fox is verified."", ""label"": ""SUPPORTED""}]"
83,"Claim: Quick dog brown fox evidence over quick evidence fox.
Context: Fox model data model the the lazy fox evidence quick jumps the fox data verify verify over brown lazy verify fox over verify lazy the brown brown model fox model data jumps lazy data model.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick fox jumps over lazy dog. Context: Data shows quick fox jumps over lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Brown dog verifies the fox evidence. Context: Context notes only quick fox jumps over lazy dog, not verification by a brown dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Model evidence verifies the brown fox data. Context: Model evidence verifies the brown fox data."", ""label"": ""SUPPORTED""}]"
67,"Claim: Data dog lazy model brown evidence evidence.
Context: Claim jumps fox ai quick quick evidence model model verify over fox verify verify data dog verify evidence lazy lazy the data quick verify claim jumps verify evidence evidence jumps jumps data ai over lazy.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The sentence states that a quick brown fox jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The Eiffel Tower is located in Berlin. Context: The Eiffel Tower stands in Paris, France."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Bees are insects. Context: Bees are classified as insects within the order Hymenoptera."", ""label"": ""SUPPORTED""}]"
55,"Claim: Verify fox model data claim over ai dog data data.
Context: Claim verify model over evidence verify model brown fox claim brown fox jumps brown quick the ai model verify the claim brown ai over quick over.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The brown fox jumps quickly over the dog. Context: Evidence states the brown fox jumps quickly over the dog in the model report."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The AI dog model proves the fox is slow. Context: The report says the fox is quick and jumps over; it gives no proof of slowness."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The model confirms a brown fox jumps over a log. Context: Summary notes the brown fox jumps over a log."", ""label"": ""SUPPORTED""}]"
30,"Claim: Ai quick over dog data evidence model the fox model brown claim.
Context: Over over over ai verify the model model claim lazy quick data fox brown dog fox the fox jumps lazy quick over lazy data brown lazy brown.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The brown fox jumps over the lazy dog. Context: Data evidence in the model says the brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The quick dog jumps over the brown fox. Context: Evidence says the fox jumps over the lazy dog, not a dog over a fox."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI model verifies the claim about a quick brown fox. Context: Ai data evidence verifies the model claim about the quick brown fox jumping over a lazy dog."", ""label"": ""SUPPORTED""}]"
25,"Claim: Brown model over lazy fox verify fox jumps fox brown.
Context: Jumps evidence dog jumps quick dog over model over over claim data ai dog verify data data verify brown the verify model lazy brown ai model fox evidence lazy.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over lazy dog. Context: Evidence says the quick brown fox jumps over the lazy dog; data verify the jump."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dog does not jump over the fox. Context: Evidence shows the dog jumps over the fox; reports verify multiple jumps."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The ai model verifies the brown fox claim. Context: Data and evidence confirm the ai model verify the brown fox claim."", ""label"": ""SUPPORTED""}]"
1,"Claim: Fox claim lazy data model data brown model jumps claim jumps over over quick.
Context: Lazy lazy ai brown model dog data claim fox brown dog the brown quick lazy jumps claim ai evidence dog evidence quick.",SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over the lazy dog. Context: Evidence shows the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog outruns the quick fox. Context: The lazy dog sleeps while the quick fox sprints past."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI data model marks the brown dog as lazy. Context: The AI data model evidence labels the brown dog as lazy."", ""label"": ""SUPPORTED""}]"
6,"Claim: Ai over jumps dog data evidence ai data.
Context: Evidence evidence over the lazy quick evidence claim ai over fox verify ai data verify data the data data the fox brown.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The Eiffel Tower is in Paris. Context: The Eiffel Tower stands in Paris, France."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Water boils at 110\u00b0C at sea level. Context: At sea level, water boils at 100\u00b0C."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Mars is known as the Red Planet. Context: Astronomers call Mars the Red Planet because of its color."", ""label"": ""SUPPORTED""}]"
13,"Claim: Dog evidence lazy over claim ai.
Context: Dog fox model the lazy claim fox dog over dog model quick data jumps over brown claim data quick quick ai brown fox.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog jumps over the quick brown fox. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Brown fox model supports quick ai data. Context: The brown fox model reports quick ai data."", ""label"": ""SUPPORTED""}]"
56,"Claim: Data fox fox jumps brown lazy jumps fox fox.
Context: The brown dog quick verify lazy the dog verify evidence verify evidence fox lazy the dog dog lazy fox fox claim lazy model verify quick quick brown ai model evidence ai.",SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over the lazy dog. Context: Evidence shows the quick brown fox jumps over the lazy dog; the model verifies the jump."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog outruns the quick fox. Context: The text notes the dog is lazy and slow while the fox is quick; no evidence of outrunning."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Two foxes are lazy. Context: The context lists two lazy foxes; evidence and the model verify this."", ""label"": ""SUPPORTED""}]"
37,"Claim: Model model brown model over model lazy lazy.
Context: Claim jumps ai evidence dog fox lazy ai brown lazy model verify quick quick lazy fox fox quick model jumps.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: A quick brown fox leaped over a lazy dog in the yard."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The capital of France is Berlin. Context: Paris is the capital city of France."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Water boils at 100\u00b0C at sea level. Context: At sea level, pure water reaches its boiling point at one hundred degrees Celsius."", ""label"": ""SUPPORTED""}]"
9,"Claim: The jumps jumps ai fox verify claim lazy the.
Context: Claim over jumps data over lazy lazy claim dog lazy lazy jumps the jumps dog evidence fox over data verify the jumps dog lazy fox model brown ai fox claim data quick model model over brown model.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The brown fox quickly jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog jumps over the quick fox. Context: The quick fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The AI model uses data to verify the claim about the fox. Context: The ai model verifies the fox claim using data."", ""label"": ""SUPPORTED""}]"
11,"Claim: Quick ai lazy claim dog the brown jumps jumps the fox data claim evidence.
Context: The jumps evidence quick verify claim lazy data lazy brown verify evidence jumps verify quick quick quick ai evidence evidence claim evidence lazy the the evidence verify.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The report states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: A blue whale can fly above clouds. Context: Records note whales swim in oceans and do not fly."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Data shows the AI verifies evidence quickly. Context: Notes confirm the AI verifies evidence quickly using data."", ""label"": ""SUPPORTED""}]"
42,"Claim: Data data dog lazy claim quick quick brown verify jumps claim verify model claim.
Context: Evidence brown over lazy data over brown fox claim dog fox jumps quick over data evidence quick dog evidence dog claim fox claim.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The context states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog outruns the quick brown fox. Context: The context says the quick brown fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The sentence mentions both a fox and a dog. Context: The passage mentions a quick brown fox and a lazy dog."", ""label"": ""SUPPORTED""}]"
80,"Claim: Quick over data brown model ai brown quick dog fox.
Context: Brown model over dog data ai verify lazy claim dog quick data ai quick over fox over brown fox verify dog fox claim lazy the over the dog claim verify data evidence claim verify model quick verify ai quick.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick fox over lazy dog is verified by the model. Context: Model verify quick fox over lazy dog; data evidence support the claim."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: AI model proves the dog jumps over the quick fox. Context: Data show the quick brown fox jumps over the lazy dog; no evidence of dog over fox."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Brown model uses data to verify the quick ai claim. Context: Brown model over data verify quick ai claim; model quick verify claim."", ""label"": ""SUPPORTED""}]"
50,"Claim: Brown jumps over evidence over verify evidence over dog jumps lazy.
Context: Lazy claim lazy the claim lazy the lazy over data claim brown dog claim jumps the verify evidence fox fox data evidence jumps jumps verify over the over lazy claim lazy over ai ai evidence fox claim fox.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dog chased the fox. Context: The fox chased the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the fox is lazy. Context: Evidence shows the fox is lazy."", ""label"": ""SUPPORTED""}]"
27,"Claim: Over jumps brown dog ai brown claim the.
Context: Claim model dog model model evidence lazy evidence lazy dog verify fox jumps evidence over model over dog data lazy jumps the fox claim ai quick lazy lazy claim jumps model lazy model the.",SUPPORTED,{},"[{""input"": ""Claim: The fox jumps over the lazy dog. Context: The report says the fox jumped over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The device runs on solar power. Context: The manual says it is battery-only with no solar option."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The study used 50 participants. Context: The methods section lists a sample size of 50 participants."", ""label"": ""SUPPORTED""}]"
0,"Claim: Ai dog over jumps fox verify model jumps fox over fox claim claim over.
Context: Dog over evidence quick evidence fox dog evidence lazy over quick over ai ai quick over data dog model fox dog claim lazy fox model verify verify.",SUPPORTED,{},"[{""input"": ""Claim: The dog jumps over the fox. Context: The context says the dog quickly jumps over the fox."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy fox jumps over the dog. Context: The context says the lazy fox sleeps and does not jump over the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The AI model verifies the fox claim. Context: The context states the AI model verifies the fox claim with data."", ""label"": ""SUPPORTED""}]"
23,"Claim: Model evidence over ai the data lazy lazy.
Context: Quick fox verify claim ai brown evidence jumps quick brown dog the jumps model fox evidence ai lazy brown data evidence.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The quick brown fox jumps over the lazy dog in the park."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Paris is the capital of Germany. Context: Berlin is the capital of Germany, while Paris is the capital of France."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Mars has two moons. Context: Astronomers confirm Mars has two moons, Phobos and Deimos."", ""label"": ""SUPPORTED""}]"
76,"Claim: Claim ai data model over verify the model.
Context: Evidence claim over model quick claim quick model quick ai lazy evidence brown evidence fox fox model claim claim brown verify.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumped over the lazy dog. Context: Eyewitnesses reported the quick brown fox leaped over a sleeping dog in the park."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dataset contains 1,000 labeled images. Context: The release notes state there are 750 unlabeled images and only 100 labeled samples."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The model was verified using cross-validation. Context: The documentation confirms evaluation with 10-fold cross-validation."", ""label"": ""SUPPORTED""}]"
99,"Claim: Lazy jumps verify over evidence fox ai the data.
Context: Jumps claim brown quick the quick dog over evidence the model claim verify lazy quick data claim evidence dog the evidence data quick over model claim over evidence.",SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over lazy dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Evidence says the dog outruns the fox. Context: The context states the fox outruns the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Model verifies the claim with data evidence. Context: The model verifies the claim using data evidence."", ""label"": ""SUPPORTED""}]"
48,"Claim: Jumps claim lazy model jumps dog.
Context: Brown over ai dog ai jumps data jumps jumps verify ai fox over jumps data ai ai jumps data dog quick claim brown dog the over ai dog dog brown brown quick claim lazy data jumps quick verify dog over.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: A quick brown fox jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The Eiffel Tower is in London. Context: The Eiffel Tower is a landmark located in Paris, France."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Water boils at 100\u00b0C at sea level. Context: At sea level (1 atm), water boils at 100\u00b0C."", ""label"": ""SUPPORTED""}]"
88,"Claim: Model ai quick the data verify.
Context: Model data lazy jumps data model lazy dog evidence fox data dog model jumps over data dog dog brown dog ai over fox brown jumps data evidence brown lazy jumps brown over evidence the lazy.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The brown fox jumps over the lazy dog. Context: A brown fox swiftly jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The fast fox sleeps under the active dog. Context: A brown fox jumps over a lazy dog; no one sleeps and the dog is lazy."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI model quickly verifies data. Context: The ai model verifies the data quickly with evidence."", ""label"": ""SUPPORTED""}]"
17,"Claim: Lazy brown brown dog quick the jumps evidence fox fox evidence.
Context: Ai dog over quick the model dog model brown quick over data ai fox over data the fox jumps jumps verify verify lazy.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The Eiffel Tower is located in Paris. Context: The Eiffel Tower stands in Paris, France."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Water boils at 50\u00b0C at sea level. Context: At sea level, water boils at 100\u00b0C."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The Amazon is the largest rainforest on Earth. Context: Scientists agree the Amazon rainforest is the largest tropical rainforest on the planet."", ""label"": ""SUPPORTED""}]"
3,"Claim: Lazy data dog evidence verify lazy jumps claim dog evidence brown evidence brown.
Context: Verify ai quick brown the model model over data data dog lazy over dog brown ai evidence model jumps claim quick fox jumps dog over the model ai ai model ai verify lazy jumps over lazy over claim.",SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over the lazy dog. Context: Evidence states the quick brown fox jumps over the lazy dog in the model."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: AI model verifies the lazy dog never jumps. Context: Reports show lazy dog jumps often and the quick fox jumps too."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The model lists brown evidence twice. Context: Data shows brown evidence brown within the ai model."", ""label"": ""SUPPORTED""}]"
53,"Claim: Fox data evidence jumps jumps model evidence the brown quick data.
Context: Lazy lazy claim dog claim the verify ai the ai over the model lazy the ai verify claim over claim ai dog jumps model over data quick evidence quick model quick ai claim.",SUPPORTED,{},"[{""input"": ""Claim: Quick fox jumps over the lazy dog model. Context: The report states the quick fox jumps over the lazy dog model exactly as claimed."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Data model proves the brown fox sleeps. Context: Records say the brown fox runs and jumps; there is no evidence it sleeps proven by the data model."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: AI verifies evidence of a quick data claim. Context: Logs show the ai verify evidence supporting the quick data claim."", ""label"": ""SUPPORTED""}]"
49,"Claim: Claim quick claim fox fox jumps ai jumps over.
Context: Dog quick data jumps model fox model data brown over brown fox claim lazy claim brown verify brown model data brown over ai dog data model claim lazy claim evidence jumps fox jumps dog verify verify.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The text says a quick brown fox jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model proves the claim is true. Context: The model states there is not enough evidence to support the claim."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Data shows the dog is lazy. Context: The passage describes the dog as lazy."", ""label"": ""SUPPORTED""}]"
18,"Claim: Model claim lazy jumps ai ai data data fox quick model.
Context: Quick evidence fox jumps brown jumps model quick brown claim ai model data claim lazy over model claim verify model model jumps claim evidence.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick fox jumps over lazy model data. Context: Evidence says the quick fox jumps over the lazy model with ai data."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Brown model never jumps over any fox. Context: Text states the brown model jumps over a fox quickly."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Ai ai data data supports the quick model claim. Context: Evidence repeats ai ai and data data to support the quick model claim."", ""label"": ""SUPPORTED""}]"
19,"Claim: Brown the claim fox fox quick claim model brown.
Context: Brown dog verify the over quick the brown ai claim dog lazy data dog over jumps ai claim quick fox ai lazy lazy claim.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The text states a quick brown fox jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog jumps over the quick brown fox. Context: The text says the fox jumps over the dog, not vice versa."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: There is no mention of any cat. Context: The description mentions only a fox and a dog."", ""label"": ""SUPPORTED""}]"
95,"Claim: Lazy fox dog lazy lazy the evidence data jumps evidence.
Context: Over over claim ai verify claim lazy lazy evidence over brown over evidence jumps ai fox dog jumps jumps quick dog data quick claim data over verify ai quick the claim brown.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The report states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The fox runs faster than the dog. Context: The text mentions a lazy dog sleeping but says nothing about speed."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the dog jumps twice. Context: Logs show the dog jumps jumps while the fox rests."", ""label"": ""SUPPORTED""}]"
84,"Claim: Data evidence jumps lazy evidence the lazy verify lazy.
Context: Jumps verify fox verify claim dog jumps model the data evidence lazy the evidence claim dog brown data evidence fox quick data quick quick brown claim dog quick brown ai over brown.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: Data says the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Evidence proves the dog is quick and brown. Context: The context states the dog is lazy and slow while the fox is quick and brown."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: The model verifies the claim about brown data. Context: The model verifies the claim and the data is brown."", ""label"": ""SUPPORTED""}]"
78,"Claim: Lazy fox fox over data data quick over dog claim.
Context: Ai jumps the model the ai the data over quick brown the ai the the over lazy jumps the claim model model over.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model increases accuracy with more data. Context: The model's accuracy drops when given more data."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: A lazy dog sleeps. Context: A lazy dog sleeps under a tree while the fox runs."", ""label"": ""SUPPORTED""}]"
51,"Claim: Quick quick fox brown over evidence dog evidence model dog.
Context: Claim data lazy evidence evidence dog fox jumps model model lazy the quick the data over jumps ai over dog jumps.",SUPPORTED,{},"[{""input"": ""Claim: Quick fox jumps over lazy dog. Context: Data evidence shows the quick fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Brown model proves the fox did not jump. Context: Evidence in the model says the fox jumps over the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Ai model cites evidence of dog jumps. Context: The model evidence shows dog jumps in the ai data."", ""label"": ""SUPPORTED""}]"
41,"Claim: Fox dog evidence quick the evidence the data.
Context: Verify ai dog verify lazy quick claim lazy jumps evidence ai quick evidence claim model data ai evidence the dog dog verify evidence the jumps claim lazy verify verify evidence claim the over.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick evidence shows the lazy dog was verified. Context: The context notes quick evidence verified the lazy dog claim."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: There is no evidence the fox jumps. Context: The context reports evidence that the fox jumps over the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Model data supports the AI's claim. Context: The context says model data supports the AI claim with evidence."", ""label"": ""SUPPORTED""}]"
79,"Claim: Fox data model dog brown ai fox over.
Context: Verify data brown model over model brown dog evidence verify claim brown ai brown verify verify dog the model the ai claim quick.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Dog model brown ai over. Context: Text verifies the dog model is brown and over with ai."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Fox quick ai model brown. Context: Mentions dog slow ai and white model; no fox quick brown."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Data verify brown dog model over. Context: Evidence confirms data verify the brown dog model over by ai."", ""label"": ""SUPPORTED""}]"
59,"Claim: Brown brown ai brown evidence claim claim data brown over quick claim.
Context: The dog fox jumps lazy data over verify jumps model over the claim the over the dog the evidence verify brown lazy the ai lazy.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: A brown fox quickly jumps over a lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The AI found no errors in the data. Context: The report lists multiple unresolved errors and missing checks."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the model verified the claim. Context: The model verified the claim using the provided evidence."", ""label"": ""SUPPORTED""}]"
52,"Claim: Brown evidence quick over claim evidence lazy verify brown verify brown model jumps.
Context: Fox ai quick dog fox over model ai claim data jumps ai ai verify jumps evidence the brown claim claim quick verify claim evidence evidence evidence over verify over claim dog evidence fox brown over dog fox dog.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The record states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model never verified any jump by the fox. Context: Logs show the fox's jump was verified by the model."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the AI model is fast. Context: Evidence in the summary says the AI model is fast."", ""label"": ""SUPPORTED""}]"
94,"Claim: Jumps evidence claim claim quick over model claim dog the model.
Context: Lazy brown over verify jumps fox ai jumps ai the dog over brown the data fox evidence jumps jumps dog lazy over the jumps evidence claim data dog data quick over ai the brown verify model the evidence.",SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The article states that the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The model accurately predicts all outcomes. Context: The report notes the model fails to predict several key outcomes."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the data were verified by an independent reviewer. Context: The paper confirms an independent reviewer verified the data."", ""label"": ""SUPPORTED""}]"
5,"Claim: Fox jumps model lazy evidence dog ai brown verify dog jumps.
Context: Evidence evidence verify quick dog lazy dog jumps quick verify brown jumps evidence data quick over claim quick evidence claim fox evidence quick.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over the lazy dog. Context: Text states the quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The fox never jumps over the dog. Context: The context says the quick brown fox jumps over the lazy dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Brown fox jumps over a lazy dog quickly. Context: Evidence confirms a quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}]"
21,"Claim: Over brown evidence the fox dog over ai fox the model jumps.
Context: Quick over jumps ai the model jumps the data jumps data dog lazy the evidence evidence jumps jumps data the model verify the verify evidence dog model data dog dog.",SUPPORTED,{},"[{""input"": ""Claim: The model jumps over the data dog. Context: In quick evidence, the model jumps over the data dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The lazy dog outruns the model. Context: Quick data shows the model jumps while the dog is slow."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence verifies the fox and the model jump together. Context: The evidence verify the model jumps with the fox in the data."", ""label"": ""SUPPORTED""}]"
75,"Claim: Jumps model verify the dog model dog dog model lazy quick brown the.
Context: Dog ai data the over dog verify evidence brown quick data over quick evidence jumps model jumps evidence the evidence model dog lazy evidence claim brown lazy fox data dog jumps ai evidence data jumps over fox.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The fox jumps over the dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The dog verifies the model quickly. Context: The model slowly verifies the dog."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence shows the model validates the fox data. Context: Evidence confirms the model validates the fox data."", ""label"": ""SUPPORTED""}]"
29,"Claim: Evidence fox brown data ai verify claim.
Context: The dog brown over quick dog ai data lazy evidence fox dog data lazy verify dog evidence fox claim quick lazy brown over claim brown lazy claim over jumps verify data.",NOT_SUPPORTED,{},"[{""input"": ""Claim: Quick brown fox jumps over lazy dog. Context: The quick brown fox jumps over the lazy dog."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: AI data prove the lazy dog jumps over the quick fox. Context: It mentions only the fox jumping and gives no evidence of the dog jumping over the fox."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence says AI data verify the fox claim. Context: The context states AI data and evidence verify the fox claim."", ""label"": ""SUPPORTED""}]"
24,"Claim: Jumps ai over quick over dog model verify evidence quick.
Context: Dog quick quick quick brown evidence quick brown over model data the claim brown claim the fox data over dog quick evidence fox jumps verify data data verify fox evidence claim evidence brown jumps the lazy evidence jumps.",SUPPORTED,{},"[{""input"": ""Claim: The Moon orbits Earth. Context: The text states the Moon revolves around Earth once every 27 days."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: Tomatoes are root vegetables. Context: The text explains tomatoes are fruits that grow on vines."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Marie Curie won two Nobel Prizes. Context: The passage notes she received Nobel Prizes in Physics (1903) and Chemistry (1911)."", ""label"": ""SUPPORTED""}]"
69,"Claim: Evidence evidence the over data claim dog verify dog model verify ai.
Context: Lazy verify claim data evidence claim lazy data the fox model brown the data over quick jumps lazy claim the evidence.",NOT_SUPPORTED,{},"[{""input"": ""Claim: The quick brown fox jumps over the lazy dog. Context: The quick brown fox jumps over the lazy dog near the river."", ""label"": ""SUPPORTED""}, {""input"": ""Claim: The data model verifies every AI claim. Context: The text only mentions a fox jumping over a dog, with no models or AI discussed."", ""label"": ""NOT_SUPPORTED""}, {""input"": ""Claim: Evidence supports the claim about lazy data. Context: Evidence explicitly supports the claim about lazy data in the report."", ""label"": ""SUPPORTED""}]"
